date,county,state,cases,deaths
2020-11-10,McLean,Kentucky,274,8
2020-11-10,Meade,Kentucky,545,4
2020-11-10,Menifee,Kentucky,102,1
2020-11-10,Mercer,Kentucky,451,6
2020-11-10,Metcalfe,Kentucky,289,2
2020-11-10,Monroe,Kentucky,498,5
2020-11-10,Montgomery,Kentucky,688,7
2020-11-10,Morgan,Kentucky,184,0
2020-11-10,Muhlenberg,Kentucky,1102,20
2020-11-10,Nelson,Kentucky,1444,4
2020-11-10,Nicholas,Kentucky,132,3
2020-11-10,Ohio,Kentucky,715,11
2020-11-10,Oldham,Kentucky,1632,26
2020-11-10,Owen,Kentucky,141,3
2020-11-10,Owsley,Kentucky,109,1
2020-11-10,Pendleton,Kentucky,177,1
2020-11-10,Perry,Kentucky,689,9
2020-11-10,Pike,Kentucky,1311,5
2020-11-10,Powell,Kentucky,220,0
2020-11-10,Pulaski,Kentucky,1314,13
2020-11-10,Robertson,Kentucky,50,1
2020-11-10,Rockcastle,Kentucky,424,2
2020-11-10,Rowan,Kentucky,496,2
2020-11-10,Russell,Kentucky,487,9
2020-11-10,Scott,Kentucky,1322,20
2020-11-10,Shelby,Kentucky,1699,25
2020-11-10,Simpson,Kentucky,457,9
2020-11-10,Spencer,Kentucky,408,1
2020-11-10,Taylor,Kentucky,724,7
2020-11-10,Todd,Kentucky,334,13
2020-11-10,Trigg,Kentucky,288,0
2020-11-10,Trimble,Kentucky,121,0
2020-11-10,Union,Kentucky,573,6
2020-11-10,Warren,Kentucky,6030,59
2020-11-10,Washington,Kentucky,345,3
2020-11-10,Wayne,Kentucky,397,2
2020-11-10,Webster,Kentucky,406,5
2020-11-10,Whitley,Kentucky,1082,8
2020-11-10,Wolfe,Kentucky,109,0
2020-11-10,Woodford,Kentucky,490,0
2020-11-10,Acadia,Louisiana,3389,107
2020-11-10,Allen,Louisiana,1899,64
2020-11-10,Ascension,Louisiana,4493,100
2020-11-10,Assumption,Louisiana,841,24
2020-11-10,Avoyelles,Louisiana,1815,65
2020-11-10,Beauregard,Louisiana,1132,43
2020-11-10,Bienville,Louisiana,651,35
2020-11-10,Bossier,Louisiana,4717,127
2020-11-10,Caddo,Louisiana,10953,413
2020-11-10,Calcasieu,Louisiana,8736,231
2020-11-10,Caldwell,Louisiana,408,3
2020-11-10,Cameron,Louisiana,255,3
2020-11-10,Catahoula,Louisiana,477,15
2020-11-10,Claiborne,Louisiana,632,26
2020-11-10,Concordia,Louisiana,676,17
2020-11-10,De Soto,Louisiana,1087,35
2020-11-10,East Baton Rouge,Louisiana,16793,462
2020-11-10,East Carroll,Louisiana,606,6
2020-11-10,East Feliciana,Louisiana,1808,81
2020-11-10,Evangeline,Louisiana,1501,40
2020-11-10,Franklin,Louisiana,1418,52
2020-11-10,Grant,Louisiana,558,31
2020-11-10,Iberia,Louisiana,3153,99
2020-11-10,Iberville,Louisiana,1549,62
2020-11-10,Jackson,Louisiana,914,24
2020-11-10,Jefferson,Louisiana,19302,592
2020-11-10,Jefferson Davis,Louisiana,1414,45
2020-11-10,LaSalle,Louisiana,548,11
2020-11-10,Lafayette,Louisiana,9808,141
2020-11-10,Lafourche,Louisiana,3998,131
2020-11-10,Lincoln,Louisiana,1785,53
2020-11-10,Livingston,Louisiana,4402,82
2020-11-10,Madison,Louisiana,916,10
2020-11-10,Morehouse,Louisiana,942,29
2020-11-10,Natchitoches,Louisiana,1626,35
2020-11-10,Orleans,Louisiana,14034,602
2020-11-10,Ouachita,Louisiana,7441,173
2020-11-10,Plaquemines,Louisiana,924,19
2020-11-10,Pointe Coupee,Louisiana,1171,42
2020-11-10,Rapides,Louisiana,4934,165
2020-11-10,Red River,Louisiana,501,25
2020-11-10,Richland,Louisiana,962,21
2020-11-10,Sabine,Louisiana,1087,16
2020-11-10,St. Bernard,Louisiana,1609,32
2020-11-10,St. Charles,Louisiana,2008,65
2020-11-10,St. Helena,Louisiana,446,4
2020-11-10,St. James,Louisiana,861,40
2020-11-10,St. John the Baptist,Louisiana,1727,108
2020-11-10,St. Landry,Louisiana,3880,140
2020-11-10,St. Martin,Louisiana,2328,65
2020-11-10,St. Mary,Louisiana,2087,87
2020-11-10,St. Tammany,Louisiana,8048,277
2020-11-10,Tangipahoa,Louisiana,5151,129
2020-11-10,Tensas,Louisiana,191,3
2020-11-10,Terrebonne,Louisiana,3972,126
2020-11-10,Union,Louisiana,1174,54
2020-11-10,Unknown,Louisiana,5325,229
2020-11-10,Vermilion,Louisiana,2189,70
2020-11-10,Vernon,Louisiana,1159,56
2020-11-10,Washington,Louisiana,1797,72
2020-11-10,Webster,Louisiana,1570,42
2020-11-10,West Baton Rouge,Louisiana,1022,42
2020-11-10,West Carroll,Louisiana,401,14
2020-11-10,West Feliciana,Louisiana,765,25
2020-11-10,Winn,Louisiana,736,21
2020-11-10,Androscoggin,Maine,1028,11
2020-11-10,Aroostook,Maine,78,1
2020-11-10,Cumberland,Maine,3039,70
2020-11-10,Franklin,Maine,131,2
2020-11-10,Hancock,Maine,113,1
2020-11-10,Kennebec,Maine,484,12
2020-11-10,Knox,Maine,144,1
2020-11-10,Lincoln,Maine,86,1
2020-11-10,Oxford,Maine,200,2
2020-11-10,Penobscot,Maine,395,6
2020-11-10,Piscataquis,Maine,18,0
2020-11-10,Sagadahoc,Maine,105,0
2020-11-10,Somerset,Maine,300,11
2020-11-10,Unknown,Maine,7,0
2020-11-10,Waldo,Maine,180,15
2020-11-10,Washington,Maine,117,0
2020-11-10,York,Maine,1635,23
2020-11-10,Allegany,Maryland,1156,28
2020-11-10,Anne Arundel,Maryland,13347,283
2020-11-10,Baltimore,Maryland,22888,688
2020-11-10,Baltimore city,Maryland,19567,517
2020-11-10,Calvert,Maryland,1295,29
2020-11-10,Caroline,Maryland,783,9
2020-11-10,Carroll,Maryland,2507,130
2020-11-10,Cecil,Maryland,1490,36
2020-11-10,Charles,Maryland,3518,102
2020-11-10,Dorchester,Maryland,874,13
2020-11-10,Frederick,Maryland,5265,140
2020-11-10,Garrett,Maryland,194,1
2020-11-10,Harford,Maryland,4192,84
2020-11-10,Howard,Maryland,6449,129
2020-11-10,Kent,Maryland,362,26
2020-11-10,Montgomery,Maryland,27772,896
2020-11-10,Prince George's,Maryland,35172,873
2020-11-10,Queen Anne's,Maryland,849,26
2020-11-10,Somerset,Maryland,506,7
2020-11-10,St. Mary's,Maryland,1608,60
2020-11-10,Talbot,Maryland,674,6
2020-11-10,Unknown,Maryland,0,20
2020-11-10,Washington,Maryland,2664,47
2020-11-10,Wicomico,Maryland,2728,52
2020-11-10,Worcester,Maryland,1289,31
2020-11-10,Barnstable,Massachusetts,2180,186
2020-11-10,Berkshire,Massachusetts,903,52
2020-11-10,Bristol,Massachusetts,14463,780
2020-11-10,Dukes,Massachusetts,125,0
2020-11-10,Essex,Massachusetts,26889,1374
2020-11-10,Franklin,Massachusetts,517,74
2020-11-10,Hampden,Massachusetts,11727,842
2020-11-10,Hampshire,Massachusetts,1693,158
2020-11-10,Middlesex,Massachusetts,35516,2325
2020-11-10,Nantucket,Massachusetts,212,2
2020-11-10,Norfolk,Massachusetts,13055,1130
2020-11-10,Plymouth,Massachusetts,12372,855
2020-11-10,Suffolk,Massachusetts,31158,1201
2020-11-10,Unknown,Massachusetts,5327,23
2020-11-10,Worcester,Massachusetts,18744,1199
2020-11-10,Alcona,Michigan,68,3
2020-11-10,Alger,Michigan,172,1
2020-11-10,Allegan,Michigan,2185,9
2020-11-10,Alpena,Michigan,245,15
2020-11-10,Antrim,Michigan,214,1
2020-11-10,Arenac,Michigan,165,5
2020-11-10,Baraga,Michigan,225,4
2020-11-10,Barry,Michigan,1157,9
2020-11-10,Bay,Michigan,2352,72
2020-11-10,Benzie,Michigan,193,3
2020-11-10,Berrien,Michigan,3965,94
2020-11-10,Branch,Michigan,2119,38
2020-11-10,Calhoun,Michigan,4258,90
2020-11-10,Cass,Michigan,1436,25
2020-11-10,Charlevoix,Michigan,317,5
2020-11-10,Cheboygan,Michigan,272,8
2020-11-10,Chippewa,Michigan,396,0
2020-11-10,Clare,Michigan,432,19
2020-11-10,Clinton,Michigan,1692,18
2020-11-10,Crawford,Michigan,192,5
2020-11-10,Delta,Michigan,1773,50
2020-11-10,Dickinson,Michigan,1060,27
2020-11-10,Eaton,Michigan,1748,19
2020-11-10,Emmet,Michigan,592,16
2020-11-10,Genesee,Michigan,8998,359
2020-11-10,Gladwin,Michigan,340,4
2020-11-10,Gogebic,Michigan,582,17
2020-11-10,Grand Traverse,Michigan,1098,14
2020-11-10,Gratiot,Michigan,875,20
2020-11-10,Hillsdale,Michigan,810,29
2020-11-10,Houghton,Michigan,1146,9
2020-11-10,Huron,Michigan,400,8
2020-11-10,Ingham,Michigan,5789,79
2020-11-10,Ionia,Michigan,1933,9
2020-11-10,Iosco,Michigan,413,18
2020-11-10,Iron,Michigan,574,28
2020-11-10,Isabella,Michigan,1465,16
2020-11-10,Jackson,Michigan,4433,103
2020-11-10,Kalamazoo,Michigan,6580,134
2020-11-10,Kalkaska,Michigan,203,4
2020-11-10,Kent,Michigan,20890,227
2020-11-10,Keweenaw,Michigan,29,1
2020-11-10,Lake,Michigan,102,1
2020-11-10,Lapeer,Michigan,1593,47
2020-11-10,Leelanau,Michigan,211,2
2020-11-10,Lenawee,Michigan,2225,25
2020-11-10,Livingston,Michigan,3141,36
2020-11-10,Luce,Michigan,537,0
2020-11-10,Mackinac,Michigan,193,0
2020-11-10,Macomb,Michigan,24532,1135
2020-11-10,Manistee,Michigan,215,5
2020-11-10,Marquette,Michigan,2654,19
2020-11-10,Mason,Michigan,378,6
2020-11-10,Mecosta,Michigan,797,6
2020-11-10,Menominee,Michigan,962,8
2020-11-10,Midland,Michigan,1682,14
2020-11-10,Missaukee,Michigan,164,1
2020-11-10,Monroe,Michigan,2951,47
2020-11-10,Montcalm,Michigan,1080,16
2020-11-10,Montmorency,Michigan,60,0
2020-11-10,Muskegon,Michigan,4952,106
2020-11-10,Newaygo,Michigan,961,7
2020-11-10,Oakland,Michigan,31563,1259
2020-11-10,Oceana,Michigan,826,8
2020-11-10,Ogemaw,Michigan,219,6
2020-11-10,Ontonagon,Michigan,217,2
2020-11-10,Osceola,Michigan,289,1
2020-11-10,Oscoda,Michigan,83,2
2020-11-10,Otsego,Michigan,443,14
2020-11-10,Ottawa,Michigan,8032,91
2020-11-10,Presque Isle,Michigan,124,1
2020-11-10,Roscommon,Michigan,302,6
2020-11-10,Saginaw,Michigan,5487,165
2020-11-10,Sanilac,Michigan,354,9
2020-11-10,Schoolcraft,Michigan,132,1
2020-11-10,Shiawassee,Michigan,1112,35
2020-11-10,St. Clair,Michigan,2331,68
2020-11-10,St. Joseph,Michigan,1774,25
2020-11-10,Tuscola,Michigan,1003,39
2020-11-10,Unknown,Michigan,852,3
2020-11-10,Van Buren,Michigan,1692,22
2020-11-10,Washtenaw,Michigan,7298,131
2020-11-10,Wayne,Michigan,47389,3105
2020-11-10,Wexford,Michigan,307,6
2020-11-10,Aitkin,Minnesota,365,8
2020-11-10,Anoka,Minnesota,13321,178
2020-11-10,Becker,Minnesota,997,4
2020-11-10,Beltrami,Minnesota,1284,13
2020-11-10,Benton,Minnesota,1658,22
2020-11-10,Big Stone,Minnesota,217,1
2020-11-10,Blue Earth,Minnesota,2630,8
2020-11-10,Brown,Minnesota,603,5
2020-11-10,Carlton,Minnesota,907,5
2020-11-10,Carver,Minnesota,2472,9
2020-11-10,Cass,Minnesota,718,7
2020-11-10,Chippewa,Minnesota,580,4
2020-11-10,Chisago,Minnesota,1798,2
2020-11-10,Clay,Minnesota,3276,46
2020-11-10,Clearwater,Minnesota,220,2
2020-11-10,Cook,Minnesota,36,0
2020-11-10,Cottonwood,Minnesota,401,0
2020-11-10,Crow Wing,Minnesota,1895,22
2020-11-10,Dakota,Minnesota,13322,150
2020-11-10,Dodge,Minnesota,502,0
2020-11-10,Douglas,Minnesota,1263,11
2020-11-10,Faribault,Minnesota,320,0
2020-11-10,Fillmore,Minnesota,370,0
2020-11-10,Freeborn,Minnesota,901,5
2020-11-10,Goodhue,Minnesota,996,17
2020-11-10,Grant,Minnesota,143,5
2020-11-10,Hennepin,Minnesota,44547,1025
2020-11-10,Houston,Minnesota,372,2
2020-11-10,Hubbard,Minnesota,651,10
2020-11-10,Isanti,Minnesota,945,9
2020-11-10,Itasca,Minnesota,1108,18
2020-11-10,Jackson,Minnesota,278,1
2020-11-10,Kanabec,Minnesota,330,11
2020-11-10,Kandiyohi,Minnesota,2294,7
2020-11-10,Kittson,Minnesota,109,1
2020-11-10,Koochiching,Minnesota,221,5
2020-11-10,Lac qui Parle,Minnesota,188,3
2020-11-10,Lake,Minnesota,189,0
2020-11-10,Lake of the Woods,Minnesota,64,1
2020-11-10,Le Sueur,Minnesota,855,6
2020-11-10,Lincoln,Minnesota,234,1
2020-11-10,Lyon,Minnesota,1322,6
2020-11-10,Mahnomen,Minnesota,159,3
2020-11-10,Marshall,Minnesota,269,4
2020-11-10,Martin,Minnesota,724,18
2020-11-10,McLeod,Minnesota,957,4
2020-11-10,Meeker,Minnesota,547,4
2020-11-10,Mille Lacs,Minnesota,847,21
2020-11-10,Morrison,Minnesota,1179,12
2020-11-10,Mower,Minnesota,1703,21
2020-11-10,Murray,Minnesota,362,3
2020-11-10,Nicollet,Minnesota,982,20
2020-11-10,Nobles,Minnesota,2636,22
2020-11-10,Norman,Minnesota,205,5
2020-11-10,Olmsted,Minnesota,4283,30
2020-11-10,Otter Tail,Minnesota,1436,9
2020-11-10,Pennington,Minnesota,296,2
2020-11-10,Pine,Minnesota,780,2
2020-11-10,Pipestone,Minnesota,463,17
2020-11-10,Polk,Minnesota,1400,14
2020-11-10,Pope,Minnesota,258,1
2020-11-10,Ramsey,Minnesota,18649,413
2020-11-10,Red Lake,Minnesota,120,3
2020-11-10,Redwood,Minnesota,417,12
2020-11-10,Renville,Minnesota,392,14
2020-11-10,Rice,Minnesota,2237,15
2020-11-10,Rock,Minnesota,450,9
2020-11-10,Roseau,Minnesota,589,1
2020-11-10,Scott,Minnesota,4862,45
2020-11-10,Sherburne,Minnesota,3023,28
2020-11-10,Sibley,Minnesota,368,3
2020-11-10,St. Louis,Minnesota,4567,77
2020-11-10,Stearns,Minnesota,8474,61
2020-11-10,Steele,Minnesota,1025,4
2020-11-10,Stevens,Minnesota,264,1
2020-11-10,Swift,Minnesota,320,3
2020-11-10,Todd,Minnesota,1246,10
2020-11-10,Traverse,Minnesota,84,0
2020-11-10,Unknown,Minnesota,292,54
2020-11-10,Wabasha,Minnesota,555,1
2020-11-10,Wadena,Minnesota,430,5
2020-11-10,Waseca,Minnesota,1017,10
2020-11-10,Washington,Minnesota,8908,81
2020-11-10,Watonwan,Minnesota,629,4
2020-11-10,Wilkin,Minnesota,211,4
2020-11-10,Winona,Minnesota,1761,21
2020-11-10,Wright,Minnesota,4051,23
2020-11-10,Yellow Medicine,Minnesota,406,8
2020-11-10,Adams,Mississippi,1186,47
2020-11-10,Alcorn,Mississippi,1225,14
2020-11-10,Amite,Mississippi,442,14
2020-11-10,Attala,Mississippi,874,27
2020-11-10,Benton,Mississippi,418,15
2020-11-10,Bolivar,Mississippi,2158,82
2020-11-10,Calhoun,Mississippi,662,13
2020-11-10,Carroll,Mississippi,590,13
2020-11-10,Chickasaw,Mississippi,927,31
2020-11-10,Choctaw,Mississippi,236,7
2020-11-10,Claiborne,Mississippi,554,16
2020-11-10,Clarke,Mississippi,824,53
2020-11-10,Clay,Mississippi,776,25
2020-11-10,Coahoma,Mississippi,1320,37
2020-11-10,Copiah,Mississippi,1459,38
2020-11-10,Covington,Mississippi,1066,31
2020-11-10,DeSoto,Mississippi,8328,85
2020-11-10,Forrest,Mississippi,3293,83
2020-11-10,Franklin,Mississippi,266,3
2020-11-10,George,Mississippi,1113,21
2020-11-10,Greene,Mississippi,520,19
2020-11-10,Grenada,Mississippi,1277,42
2020-11-10,Hancock,Mississippi,984,33
2020-11-10,Harrison,Mississippi,6184,97
2020-11-10,Hinds,Mississippi,8596,182
2020-11-10,Holmes,Mississippi,1181,60
2020-11-10,Humphreys,Mississippi,489,18
2020-11-10,Issaquena,Mississippi,108,4
2020-11-10,Itawamba,Mississippi,1294,30
2020-11-10,Jackson,Mississippi,5481,103
2020-11-10,Jasper,Mississippi,743,19
2020-11-10,Jefferson,Mississippi,293,11
2020-11-10,Jefferson Davis,Mississippi,475,15
2020-11-10,Jones,Mississippi,3169,85
2020-11-10,Kemper,Mississippi,348,15
2020-11-10,Lafayette,Mississippi,2730,43
2020-11-10,Lamar,Mississippi,2522,45
2020-11-10,Lauderdale,Mississippi,2864,141
2020-11-10,Lawrence,Mississippi,600,14
2020-11-10,Leake,Mississippi,1221,43
2020-11-10,Lee,Mississippi,4103,87
2020-11-10,Leflore,Mississippi,1844,88
2020-11-10,Lincoln,Mississippi,1534,64
2020-11-10,Lowndes,Mississippi,2004,62
2020-11-10,Madison,Mississippi,4120,96
2020-11-10,Marion,Mississippi,1011,46
2020-11-10,Marshall,Mississippi,1731,37
2020-11-10,Monroe,Mississippi,1678,76
2020-11-10,Montgomery,Mississippi,621,23
2020-11-10,Neshoba,Mississippi,1973,111
2020-11-10,Newton,Mississippi,925,29
2020-11-10,Noxubee,Mississippi,627,17
2020-11-10,Oktibbeha,Mississippi,2171,57
2020-11-10,Panola,Mississippi,1850,42
2020-11-10,Pearl River,Mississippi,1273,64
2020-11-10,Perry,Mississippi,563,24
2020-11-10,Pike,Mississippi,1454,58
2020-11-10,Pontotoc,Mississippi,1708,22
2020-11-10,Prentiss,Mississippi,1216,23
2020-11-10,Quitman,Mississippi,437,7
2020-11-10,Rankin,Mississippi,4515,89
2020-11-10,Scott,Mississippi,1342,29
2020-11-10,Sharkey,Mississippi,293,15
2020-11-10,Simpson,Mississippi,1300,51
2020-11-10,Smith,Mississippi,641,16
2020-11-10,Stone,Mississippi,569,14
2020-11-10,Sunflower,Mississippi,1750,54
2020-11-10,Tallahatchie,Mississippi,902,26
2020-11-10,Tate,Mississippi,1401,41
2020-11-10,Tippah,Mississippi,1051,27
2020-11-10,Tishomingo,Mississippi,919,41
2020-11-10,Tunica,Mississippi,563,18
2020-11-10,Union,Mississippi,1372,25
2020-11-10,Walthall,Mississippi,679,27
2020-11-10,Warren,Mississippi,1625,56
2020-11-10,Washington,Mississippi,2787,105
2020-11-10,Wayne,Mississippi,1076,22
2020-11-10,Webster,Mississippi,390,14
2020-11-10,Wilkinson,Mississippi,353,22
2020-11-10,Winston,Mississippi,971,22
2020-11-10,Yalobusha,Mississippi,606,23
2020-11-10,Yazoo,Mississippi,1394,36
2020-11-10,Adair,Missouri,807,1
2020-11-10,Andrew,Missouri,552,8
2020-11-10,Atchison,Missouri,114,1
2020-11-10,Audrain,Missouri,1043,11
2020-11-10,Barry,Missouri,1088,19
2020-11-10,Barton,Missouri,502,4
2020-11-10,Bates,Missouri,327,8
2020-11-10,Benton,Missouri,595,7
2020-11-10,Bollinger,Missouri,614,5
2020-11-10,Boone,Missouri,7629,18
2020-11-10,Buchanan,Missouri,4528,53
2020-11-10,Butler,Missouri,1578,8
2020-11-10,Caldwell,Missouri,244,1
2020-11-10,Callaway,Missouri,1978,7
2020-11-10,Camden,Missouri,1903,40
2020-11-10,Cape Girardeau,Missouri,3758,60
2020-11-10,Carroll,Missouri,282,4
2020-11-10,Carter,Missouri,211,4
2020-11-10,Cass,Missouri,2716,35
2020-11-10,Cedar,Missouri,313,4
2020-11-10,Chariton,Missouri,137,0
2020-11-10,Christian,Missouri,3090,20
2020-11-10,Clark,Missouri,183,2
2020-11-10,Clay,Missouri,3410,64
2020-11-10,Clinton,Missouri,653,33
2020-11-10,Cole,Missouri,4333,34
2020-11-10,Cooper,Missouri,856,6
2020-11-10,Crawford,Missouri,846,10
2020-11-10,Dade,Missouri,204,5
2020-11-10,Dallas,Missouri,464,3
2020-11-10,Daviess,Missouri,267,5
2020-11-10,DeKalb,Missouri,412,8
2020-11-10,Dent,Missouri,325,4
2020-11-10,Douglas,Missouri,339,14
2020-11-10,Dunklin,Missouri,1359,13
2020-11-10,Franklin,Missouri,3481,57
2020-11-10,Gasconade,Missouri,341,24
2020-11-10,Gentry,Missouri,271,11
2020-11-10,Greene,Missouri,11617,173
2020-11-10,Grundy,Missouri,338,12
2020-11-10,Harrison,Missouri,241,1
2020-11-10,Henry,Missouri,635,8
2020-11-10,Hickory,Missouri,297,4
2020-11-10,Holt,Missouri,171,2
2020-11-10,Howard,Missouri,328,2
2020-11-10,Howell,Missouri,1379,19
2020-11-10,Iron,Missouri,151,0
2020-11-10,Jackson,Missouri,12493,150
2020-11-10,Jasper,Missouri,3806,54
2020-11-10,Jefferson,Missouri,8000,94
2020-11-10,Johnson,Missouri,1877,11
2020-11-10,Joplin,Missouri,2461,35
2020-11-10,Kansas City,Missouri,17564,236
2020-11-10,Knox,Missouri,85,1
2020-11-10,Laclede,Missouri,1432,28
2020-11-10,Lafayette,Missouri,1113,27
2020-11-10,Lawrence,Missouri,1440,32
2020-11-10,Lewis,Missouri,312,2
2020-11-10,Lincoln,Missouri,1593,7
2020-11-10,Linn,Missouri,219,10
2020-11-10,Livingston,Missouri,624,9
2020-11-10,Macon,Missouri,349,1
2020-11-10,Madison,Missouri,628,7
2020-11-10,Maries,Missouri,262,1
2020-11-10,Marion,Missouri,1243,15
2020-11-10,McDonald,Missouri,1405,16
2020-11-10,Mercer,Missouri,50,0
2020-11-10,Miller,Missouri,1146,20
2020-11-10,Mississippi,Missouri,527,6
2020-11-10,Moniteau,Missouri,889,13
2020-11-10,Monroe,Missouri,252,3
2020-11-10,Montgomery,Missouri,237,5
2020-11-10,Morgan,Missouri,850,8
2020-11-10,New Madrid,Missouri,973,23
2020-11-10,Newton,Missouri,2378,26
2020-11-10,Nodaway,Missouri,1488,11
2020-11-10,Oregon,Missouri,294,0
2020-11-10,Osage,Missouri,685,3
2020-11-10,Ozark,Missouri,245,1
2020-11-10,Pemiscot,Missouri,866,15
2020-11-10,Perry,Missouri,1095,8
2020-11-10,Pettis,Missouri,2503,28
2020-11-10,Phelps,Missouri,1105,33
2020-11-10,Pike,Missouri,536,8
2020-11-10,Platte,Missouri,1216,13
2020-11-10,Polk,Missouri,1415,19
2020-11-10,Pulaski,Missouri,1207,13
2020-11-10,Putnam,Missouri,74,1
2020-11-10,Ralls,Missouri,274,0
2020-11-10,Randolph,Missouri,818,4
2020-11-10,Ray,Missouri,453,2
2020-11-10,Reynolds,Missouri,116,1
2020-11-10,Ripley,Missouri,361,5
2020-11-10,Saline,Missouri,1189,11
2020-11-10,Schuyler,Missouri,88,0
2020-11-10,Scotland,Missouri,108,1
2020-11-10,Scott,Missouri,1805,33
2020-11-10,Shannon,Missouri,300,6
2020-11-10,Shelby,Missouri,128,1
2020-11-10,St. Charles,Missouri,14913,173
2020-11-10,St. Clair,Missouri,180,1
2020-11-10,St. Francois,Missouri,3836,36
2020-11-10,St. Louis,Missouri,37016,900
2020-11-10,St. Louis city,Missouri,9917,230
2020-11-10,Ste. Genevieve,Missouri,683,2
2020-11-10,Stoddard,Missouri,1094,17
2020-11-10,Stone,Missouri,878,13
2020-11-10,Sullivan,Missouri,446,4
2020-11-10,Taney,Missouri,2149,36
2020-11-10,Texas,Missouri,765,6
2020-11-10,Vernon,Missouri,491,3
2020-11-10,Warren,Missouri,1063,8
2020-11-10,Washington,Missouri,969,20
2020-11-10,Wayne,Missouri,381,3
2020-11-10,Webster,Missouri,1405,23
2020-11-10,Worth,Missouri,38,0
2020-11-10,Wright,Missouri,661,11
2020-11-10,Beaverhead,Montana,354,2
2020-11-10,Big Horn,Montana,1563,40
2020-11-10,Blaine,Montana,423,8
2020-11-10,Broadwater,Montana,118,0
2020-11-10,Carbon,Montana,391,1
2020-11-10,Carter,Montana,86,2
2020-11-10,Cascade,Montana,2877,41
2020-11-10,Chouteau,Montana,161,0
2020-11-10,Custer,Montana,424,5
2020-11-10,Daniels,Montana,57,3
2020-11-10,Dawson,Montana,357,7
2020-11-10,Deer Lodge,Montana,556,8
2020-11-10,Fallon,Montana,111,0
2020-11-10,Fergus,Montana,325,2
2020-11-10,Flathead,Montana,4441,27
2020-11-10,Gallatin,Montana,4736,13
2020-11-10,Garfield,Montana,31,0
2020-11-10,Glacier,Montana,1084,17
2020-11-10,Golden Valley,Montana,17,0
2020-11-10,Granite,Montana,84,0
2020-11-10,Hill,Montana,1052,21
2020-11-10,Jefferson,Montana,250,0
2020-11-10,Judith Basin,Montana,26,0
2020-11-10,Lake,Montana,732,7
2020-11-10,Lewis and Clark,Montana,1491,7
2020-11-10,Liberty,Montana,40,1
2020-11-10,Lincoln,Montana,426,6
2020-11-10,Madison,Montana,267,1
2020-11-10,McCone,Montana,71,0
2020-11-10,Meagher,Montana,96,6
2020-11-10,Mineral,Montana,17,0
2020-11-10,Missoula,Montana,3061,31
2020-11-10,Musselshell,Montana,163,2
2020-11-10,Park,Montana,350,0
2020-11-10,Petroleum,Montana,4,0
2020-11-10,Phillips,Montana,214,4
2020-11-10,Pondera,Montana,201,1
2020-11-10,Powder River,Montana,74,5
2020-11-10,Powell,Montana,318,1
2020-11-10,Prairie,Montana,36,0
2020-11-10,Ravalli,Montana,702,4
2020-11-10,Richland,Montana,410,6
2020-11-10,Roosevelt,Montana,1077,33
2020-11-10,Rosebud,Montana,897,21
2020-11-10,Sanders,Montana,118,2
2020-11-10,Sheridan,Montana,157,0
2020-11-10,Silver Bow,Montana,850,12
2020-11-10,Stillwater,Montana,303,4
2020-11-10,Sweet Grass,Montana,145,2
2020-11-10,Teton,Montana,119,1
2020-11-10,Toole,Montana,553,8
2020-11-10,Treasure,Montana,24,1
2020-11-10,Valley,Montana,459,5
2020-11-10,Wheatland,Montana,79,3
2020-11-10,Wibaux,Montana,50,0
2020-11-10,Yellowstone,Montana,8191,97
2020-11-10,Adams,Nebraska,1105,16
2020-11-10,Antelope,Nebraska,229,1
2020-11-10,Arthur,Nebraska,9,0
2020-11-10,Banner,Nebraska,5,0
2020-11-10,Blaine,Nebraska,8,0
2020-11-10,Boone,Nebraska,217,0
2020-11-10,Box Butte,Nebraska,365,1
2020-11-10,Boyd,Nebraska,88,2
2020-11-10,Brown,Nebraska,100,0
2020-11-10,Buffalo,Nebraska,2525,19
2020-11-10,Burt,Nebraska,250,1
2020-11-10,Butler,Nebraska,362,3
2020-11-10,Cass,Nebraska,748,5
2020-11-10,Cedar,Nebraska,213,0
2020-11-10,Chase,Nebraska,209,1
2020-11-10,Cherry,Nebraska,112,4
2020-11-10,Cheyenne,Nebraska,221,0
2020-11-10,Clay,Nebraska,243,1
2020-11-10,Colfax,Nebraska,1078,7
2020-11-10,Cuming,Nebraska,407,3
2020-11-10,Custer,Nebraska,313,7
2020-11-10,Dakota,Nebraska,2787,49
2020-11-10,Dawes,Nebraska,348,5
2020-11-10,Dawson,Nebraska,1550,15
2020-11-10,Deuel,Nebraska,26,0
2020-11-10,Dixon,Nebraska,234,3
2020-11-10,Dodge,Nebraska,2133,24
2020-11-10,Douglas,Nebraska,28084,255
2020-11-10,Dundy,Nebraska,40,2
2020-11-10,Fillmore,Nebraska,202,2
2020-11-10,Franklin,Nebraska,122,1
2020-11-10,Frontier,Nebraska,58,1
2020-11-10,Furnas,Nebraska,165,3
2020-11-10,Gage,Nebraska,797,5
2020-11-10,Garden,Nebraska,60,0
2020-11-10,Garfield,Nebraska,58,0
2020-11-10,Gosper,Nebraska,84,0
2020-11-10,Grant,Nebraska,7,0
2020-11-10,Greeley,Nebraska,61,0
2020-11-10,Hall,Nebraska,3267,58
2020-11-10,Hamilton,Nebraska,330,14
2020-11-10,Harlan,Nebraska,82,0
2020-11-10,Hayes,Nebraska,29,0
